,tweet_id,tweet_posted_on,tweets,cleaned_tweets,user_location,polarity,user_location_cleaned
44,1419476592636596234,2021-07-26 01:56:06+00:00,"SaaS platform for driving revenue and developer efficiency from cloud usage.

Remote Senior Software Engineer (Clojure), with competitive compensation

#remotework #remotejobs #aws #clojure

https://t.co/6kUDXhJCMK",saas platform driving revenue developer efficiency from cloud usage remote senior software engineer clojure with competitive compensation,Remote,0,None
45,1419475092871032837,2021-07-26 01:50:09+00:00,"Remote Senior Software Engineer (Clojure)

with competitive compensation

About Us With ever-growing workloads on the cloud, companies face significant challenges in managing productivity and spending, and maximiz...

#remotework #remotejobs #aws #clojure

https://t.co/j2GSev0iPz",remote senior software engineer clojure with competitive compensation about with ever growing workload cloud company face significant challenge managing productivity spending maximiz,London | New York,0,US
46,1419472795642249217,2021-07-26 01:41:01+00:00,"RT @stratorob: Identify your problems, but give your power and energy to solutions.

#Business #StartUp #Entrepreneurship #ThinkBigSundayWi…",identify your problem give your power energy solution,"Town 'n' Country, FL",1,US
47,1419472767045578756,2021-07-26 01:40:54+00:00,RT @dominucco: We are hiring again @TheMadBotterINC for a #Python developer #helpwanted full #remotework https://t.co/VE0fYkjQnb,hiring again developer full,Atlanta Metro Area,1,US
48,1419470649127579653,2021-07-26 01:32:29+00:00,Check out this insightful article by WWT's Sr. Director Security @cjkonrad about how the increase in #remotework led to a decrease in #cybersecurity ↓ https://t.co/yHp24W4fBw,check this insightful article director security about increase decrease,"Pittsburgh, PA",1,US
49,1419470590193197059,2021-07-26 01:32:15+00:00,"RT @stratorob: Innovation is the ability to see change as an opportunity - not a threat.

#Business #ThinkBigSundayWithMarsha #Insurtech #F…",innovation ability change opportunity threat,"Calgary, Alberta",1,US
50,1419469753844998154,2021-07-26 01:28:56+00:00,"RT @stratorob: Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #I…",success small effort repeated,Lsk ,1,None
51,1419468015108771842,2021-07-26 01:22:01+00:00,"👋 Nathan James is hiring remotely for a Customer Happiness Agent.
    
    #RemoteJob #RemoteWork  #Support 
    Apply now! 👇
    https://t.co/ezB6eUHLLx",nathan james hiring remotely customer happiness agent apply,Worldwide,0,None
52,1419467877669867520,2021-07-26 01:21:29+00:00,"RT @stratorob: Limiting our work and focusing is the only way we’re gonna get to the point of doing high-quality work.

#RemoteWork #Sunday…",limiting work focusing only gonna point doing high quality work,New York City,0,US
53,1419467670232043525,2021-07-26 01:20:39+00:00,"RT @stratorob: Innovation is the ability to see change as an opportunity - not a threat.

#Business #ThinkBigSundayWithMarsha #Insurtech #F…",innovation ability change opportunity threat,USA|EUROPE|ASIA|GLOBAL✈️,1,US
54,1419467602473062403,2021-07-26 01:20:23+00:00,"RT @stratorob: Limiting our work and focusing is the only way we’re gonna get to the point of doing high-quality work.

#RemoteWork #Sunday…",limiting work focusing only gonna point doing high quality work,USA|EUROPE|ASIA|GLOBAL✈️,0,US
55,1419467565793906689,2021-07-26 01:20:14+00:00,"RT @stratorob: Identify your problems, but give your power and energy to solutions.

#Business #StartUp #Entrepreneurship #ThinkBigSundayWi…",identify your problem give your power energy solution,USA|EUROPE|ASIA|GLOBAL✈️,1,US
56,1419467281927704578,2021-07-26 01:19:07+00:00,"RT @stratorob: Innovation is the ability to see change as an opportunity - not a threat.

#Business #ThinkBigSundayWithMarsha #Insurtech #F…",innovation ability change opportunity threat,"Berlin, Germany",1,DE
57,1419467253074984967,2021-07-26 01:19:00+00:00,"Are your remote employees just ""time thieves""? (Management Today) #RemoteWork https://t.co/YkDzLgQNKB https://t.co/hBHGPjZw8O",your remote employee just time thief management today,"Waterloo, Ontario Canada",0,US
58,1419467231264641028,2021-07-26 01:18:55+00:00,"RT @stratorob: Limiting our work and focusing is the only way we’re gonna get to the point of doing high-quality work.

#RemoteWork #Sunday…",limiting work focusing only gonna point doing high quality work,"Medellin, Colombia ",0,CO
59,1419467035579494409,2021-07-26 01:18:08+00:00,"RT @stratorob: Innovation is the ability to see change as an opportunity - not a threat.

#Business #ThinkBigSundayWithMarsha #Insurtech #F…",innovation ability change opportunity threat,"Westport, CT",1,US
60,1419466926473064457,2021-07-26 01:17:42+00:00,"Innovation is the ability to see change as an opportunity - not a threat.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #Insurance #MondayMorning #Success #Innovation #RemoteWork #Careers #Family #Lifestyle #Strategy #MondayMotivation #HR #Digital https://t.co/t0mvEWY8OT",innovation ability change opportunity threat,Hamburg,1,IN
61,1419466272673312770,2021-07-26 01:15:06+00:00,"RT @stratorob: Limiting our work and focusing is the only way we’re gonna get to the point of doing high-quality work.

#RemoteWork #Sunday…",limiting work focusing only gonna point doing high quality work,"Berlin, Germany",0,DE
62,1419465920687321095,2021-07-26 01:13:42+00:00,"Limiting our work and focusing is the only way we’re gonna get to the point of doing high-quality work.

#RemoteWork #SundayMotivation #Entrepreneurship #ThinkBigSundayWithMarsha #Insurtech #Fintech #Quotes #Business #B2B #B2C #Success #Marketing #PositiveVibes #Careers #HR #SMM https://t.co/3HVpKnb8F4",limiting work focusing only gonna point doing high quality work,Hamburg,0,IN
63,1419464409542451208,2021-07-26 01:07:42+00:00,"Identify your problems, but give your power and energy to solutions.

#Business #StartUp #Entrepreneurship #ThinkBigSundayWithMarsha #Insurtech #Fintech #MondayMorning #Success #Innovation #RemoteWork #Careers #Disruption #Marketing #Lifestyle #Strategy #DataScience #BigData https://t.co/gDo5Iwx7eS",identify your problem give your power energy solution,Hamburg,1,IN
64,1419463743445028867,2021-07-26 01:05:03+00:00,"Remote Senior Python Developer

$75K - 90K

Senior Python Engineer needed - REMOTELY  75.

#remotework #remotejobs #sql #elasticsearch

https://t.co/hOwb1ycBuT",remote senior python developer senior python engineer needed remotely,Remote,0,None
65,1419463515409162241,2021-07-26 01:04:09+00:00,"How to Keep Telecommuting Employees with Disabilities Engaged - SHRM
#remotework
via https://t.co/R18sfUlZaQ
☛ https://t.co/qi8QbayG1u https://t.co/JivWoWDzPs",keep telecommuting employee with disability engaged shrm,"Chicago, IL",1,US
66,1419463241080741888,2021-07-26 01:03:03+00:00,"Senior Python Developer needed - REMOTE

Remote Senior Python Developer, $75K - 90K

#remotework #remotejobs #sql #elasticsearch

https://t.co/o2guJaYzua",senior python developer needed remote remote senior python developer,"London, England",0,GB
67,1419463235292565507,2021-07-26 01:03:02+00:00,"Overcome the Pain of Transitioning Back from Remote Work - DevPro Journal
#website #employees #help #anxiety #office #remotework
via https://t.co/IUDnVY7kdS
☛ https://t.co/OkIPZsLrXV https://t.co/xl3SGWJs0C",overcome pain transitioning back from remote work devpro journal,"Chicago, IL",0,US
68,1419462474907062274,2021-07-26 01:00:01+00:00,"How to create async work culture. 🌍
#remotework #async 
https://t.co/thE9AlDIB7",create async work culture,anywhere 🌍 / Born in Tokyo🗼,1,None
69,1419462135252357120,2021-07-26 00:58:40+00:00,"RT @stratorob: Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #I…",success small effort repeated,NY,1,US
70,1419461743206703106,2021-07-26 00:57:06+00:00,"RT @freeseenice: Success is the sum of small efforts repeated day in and day out.
#100DaysOfCode 
#Business #ThinkBigSundayWithMarsha #Insu…",success small effort repeated daysofcode,"Berlin, Germany",1,DE
71,1419461726030999557,2021-07-26 00:57:02+00:00,"RT @freeseenice: Success is the sum of small efforts repeated day in and day out.
#100DaysOfCode 
#Business #ThinkBigSundayWithMarsha #Insu…",success small effort repeated daysofcode,Earth,1,None
72,1419461539740864514,2021-07-26 00:56:18+00:00,"RT @freeseenice: Success is the sum of small efforts repeated day in and day out.
#100DaysOfCode 
#Business #ThinkBigSundayWithMarsha #Insu…",success small effort repeated daysofcode,USA|EUROPE|ASIA|GLOBAL✈️,1,US
73,1419461421017051136,2021-07-26 00:55:49+00:00,"RT @stratorob: Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #I…",success small effort repeated,West & Central Africa,1,US
74,1419461258097561601,2021-07-26 00:55:10+00:00,"Success is the sum of small efforts repeated day in and day out.
#100DaysOfCode 
#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #Insurance #SundayMorning #Success #Innovation #RemoteWork #Careers #Family #Lifestyle #Strategy #HR #Banking #MondayMorning #MondayMotivation https://t.co/fgLZd9CrBl",success small effort repeated daysofcode,Việt Nam,1,None
75,1419461048701124609,2021-07-26 00:54:20+00:00,"RT @stratorob: Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #I…",success small effort repeated,USA|EUROPE|ASIA|GLOBAL✈️,1,US
76,1419460738863742976,2021-07-26 00:53:07+00:00,"RT @stratorob: Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #I…",success small effort repeated,"Berlin, Germany",1,DE
77,1419460634501124101,2021-07-26 00:52:42+00:00,"Success is the sum of small efforts repeated day in and day out.

#Business #ThinkBigSundayWithMarsha #Insurtech #Fintech #Insurance #SundayMorning #Success #Innovation #RemoteWork #Careers #Family #Lifestyle #Strategy #HR #Banking #MondayMorning #MondayMotivation https://t.co/NnRC0k6Mn5",success small effort repeated,Hamburg,1,IN
78,1419458889817411590,2021-07-26 00:45:46+00:00,"Find your perfect Spanish queue before the work is gone!

Hurry over &amp; clear out tasks!

#remotework #SpanishFTR #SpanishQC #CrowdSurf",find your perfect spanish queue before work gone hurry over clear task,USA,0,US
79,1419456710125707266,2021-07-26 00:37:06+00:00,"RT @fmomedia_: Always happy to help a fellow business up their social media game!  🤙

#fmomedia #socialmedia #socialmediamarketing #remotew…",always happy help fellow business their social medium game,"Bay Shore, NY",1,US
80,1419454758788685830,2021-07-26 00:29:21+00:00,"RT @TDMix: Go ahead, make my day...
1⃣Subscribe to the First State Insights mailing list to be notified when @DelawareIPA podcast episodes…",ahead make subscribe first state insight mailing list notified when podcast episode,"Newark, Delaware USA",0,US
81,1419454671740153859,2021-07-26 00:29:00+00:00,Other moms w/ occupations that don’t allow for #remotework are deciding if they should or should not re-enter the #labormarket. #fulltime #childcare is cost prohibitive and potential of throttling to #distancelearning #Quarantines when there’s a #covid19 case presents a challenge,other mom occupation that allow deciding they should should enter cost prohibitive potential throttling when there case present challenge,"Miami, FL",0,US
82,1419454670850953221,2021-07-26 00:29:00+00:00,Adding to the stress: some employers are transitioning workers back to the work place. Some #workingmoms who had a jobs that allow for #remotework already asking employers if can continue #workingfromhome as plan ahead for anticipated #covid19 learning disruptions. #virtualschool,adding stress some employer transitioning worker back work place some job that allow already asking employer continue plan ahead anticipated learning disruption,"Miami, FL",0,US
83,1419454199864115203,2021-07-26 00:27:08+00:00,"7 Useful Tips to Help Remote Workers Cope | Blogging Guide
https://t.co/K6J3oQqeJ9
#remotework #wfh #productivity #bloggingguide #medium #writer #freelancer #health",useful tip help remote worker cope blogging guide,"Washington, DC",0,US
84,1419454186069139461,2021-07-26 00:27:04+00:00,"Will More Legal Chiefs Follow Morgan Stanley in Eschewing Remote Work? | Corporate Counsel - https://t.co/kbbaOiHHiu
#information #attorneys #data #access #industry #remotework
via https://t.co/ZfpdcBfRw1
☛ https://t.co/5o31524HfT https://t.co/x1J61QAEHG",will more legal chief follow morgan stanley eschewing remote work corporate counsel,"Chicago, IL",1,US
85,1419453282158796800,2021-07-26 00:23:29+00:00,"RT @mufazi_dr: 5 useful website for remote tech jobs that isn’t programming. 

https://t.co/vV9c1yHNuF

https://t.co/VnZRKwANg3

https://t.…",useful website remote tech job that programming,maryland,1,US
86,1419452915543121925,2021-07-26 00:22:01+00:00,"👋 Speechify is hiring remotely for a Javascript Engineer, Web &amp;; Chrome.
    
    #RemoteJob #RemoteWork  #SoftwareDevelopment 
    Apply now! 👇
    https://t.co/3CGWS9sj91",speechify hiring remotely javascript engineer chrome apply,Worldwide,0,None
87,1419452510855569408,2021-07-26 00:20:25+00:00,PODCAST: Wake me up in 2022: working through uncertainty fatigue – includes Shanta Dey @sydney_business  https://t.co/M2J4uwW1OE #remotework #WFH #work #mentalhealth #stress,podcast wake working through uncertainty fatigue includes shanta,Australia,0,AU
88,1419452405654097920,2021-07-26 00:20:00+00:00,"RT @brian_cockrell: As hybrid workplaces take shape, companies must accommodate in-person and remote employees and think about what meeting…",hybrid workplace take shape company must accommodate person remote employee think about what meeting,"The Zoo, MT",0,US
89,1419452153622515715,2021-07-26 00:19:00+00:00,Working From Home Doesn't Mean Working Unsafely. (Computer Business Review) #RemoteWork https://t.co/DEY7KDiGzr https://t.co/No7jaovkoU,working from home doesn mean working unsafely computer business review,"Waterloo, Ontario Canada",0,US
90,1419449662109634562,2021-07-26 00:09:06+00:00,RT @dominucco: We are hiring again @TheMadBotterINC for a #Python developer #helpwanted full #remotework https://t.co/VE0fYkjQnb,hiring again developer full,World,1,None
91,1419449560280207364,2021-07-26 00:08:41+00:00,RT @dominucco: We are hiring again @TheMadBotterINC for a #Python developer #helpwanted full #remotework https://t.co/VE0fYkjQnb,hiring again developer full,New Jersey,1,US
92,1419448921856913413,2021-07-26 00:06:09+00:00,"Remote Work Has Changed Our Home Needs. Is It Time for Your Home To Change, Too? - https://t.co/AUTJ5vkrYs
#changed #press #2021 #copyright #remote #remotework
via https://t.co/kw90cxXsiB
☛ https://t.co/IZKlA0melP https://t.co/oVFMFqH2oI",remote work changed home need time your home change,"Chicago, IL",0,US
93,1419447549438709763,2021-07-26 00:00:42+00:00,"RT @dnaRtests: Quick and hassle free migration from HDD to Samsung EVO 860 SSD on aging desktop
Price:$65.90 
Deal of the Day:$53.99
#100da…",quick hassle free migration from samsung aging desktop price deal,W.A.T.P. uk,0,GB
94,1419447481801351169,2021-07-26 00:00:26+00:00,"RT @wpconcierges: For those looking to move from a shared physical server to a virtual private server, we’ve got you covered.
.
.
.
#automa…",those looking move from shared physical server virtual private server covered,"Berlin, Deutschland",0,None
95,1419447397961322524,2021-07-26 00:00:06+00:00,"Always happy to help a fellow business up their social media game!  🤙

#fmomedia #socialmedia #socialmediamarketing #remotework #remotejobs #company #memes #trending #tweets #twittermarketing #twitter #trends https://t.co/KdZTg2bHwv",always happy help fellow business their social medium game,"Patchogue, NY",1,US
96,1419446961598607364,2021-07-25 23:58:22+00:00,"RT @globaliqx: Remote workers' energy bills are rising. Should employers reimburse them? 

https://t.co/cy0XKJmqwG

 #employeewellbeing #Em…",remote worker energy bill rising should employer reimburse them,"Washington, USA",0,US
97,1419445368102739970,2021-07-25 23:52:02+00:00,"RT @mufazi_dr: 5 useful website for remote tech jobs that isn’t programming. 

https://t.co/vV9c1yHNuF

https://t.co/VnZRKwANg3

https://t.…",useful website remote tech job that programming,"Atlanta, GA",1,US
