,tweets,user_location,tweet_posted_on,tweet_id
20,"We are looking for highly motivated iOS Developers!
Signup today.
----
🌐 https://t.co/um59M0boza
.
#atbcenter #allthingsbusinesscenter #freelancer #smallbusiness #workfromhome #freelancejobs #smallbusinessowners #freelancetofreedom #contentwriting #digitalmarketing https://t.co/44VJdNktZQ",United States,Mon Jul 19 16:54:01 +0000 2021,1417165844447207425
21,7 Streams of Retirement Income - https://t.co/mx0NHhjZxu #retirementincome  #workfromhome https://t.co/vGpFKuGI12,"Chapala, Jalisco Mexico",Mon Jul 19 16:52:16 +0000 2021,1417165401750913027
22,RT @janetbpearson: Working from home? Learn tips to stay productive and positive. #WorkFromHome #WorkRemote #WFH https://t.co/OGxPEDyCnZ vi…,"Chicago/Naperville, IL",Mon Jul 19 16:52:00 +0000 2021,1417165337443831814
23,Our own Liz Johnson discusses how the trend toward 'WFH' coincided with the launch of our accessible freelance platform Podium and how it's already had an impact on conncting disabled people with paid projects. #oneworkforce #inclusion #workfromhome  https://t.co/zi6nUX1vPu https://t.co/8GPFxnVHJy,United Kingdom,Mon Jul 19 16:50:19 +0000 2021,1417164912032354319
24,"⚠️ ""The less educated lost jobs so that professionals at minimal risk could feel safer as they #WorkFromHome on their laptops. Silicon Valley (and its censors) prospered from lockdowns that bankrupted local businesses."" #ampFW https://t.co/vkfJdzNyDp","Washington, DC",Mon Jul 19 16:49:06 +0000 2021,1417164606284476423
25,"RT @dusty_af: Clock in at 8am
Wake up at 9:30am 
Start work at 1pm 
Xbox turns on at 1:30pm
Clock out at 4:30pm 

#WorkFromHome","San Antonio, TX",Mon Jul 19 16:46:45 +0000 2021,1417164013759311886
26,RT @HomeOff83117891: Fed Up of Work? #workingfromhome #WorkFromHome #fedup #WFH https://t.co/tFidTsXMQL,South East England,Mon Jul 19 16:46:01 +0000 2021,1417163829662949378
27,"For your Monday morning entertainment I present a work from home horror story in four words:

""My IP has changed.""

#workfromhome #gamedev","Seattle, WA",Mon Jul 19 16:45:45 +0000 2021,1417163764273610752
28,"Get a #Free #OnlineJewelleryBusiness with a #Free #OnlineJewelleryShop &amp; #FreeEcommerceWebsite - #CharmJewelleryShop

#JESPERNIELSEN https://t.co/TqCJQbI0q9 #JewelleryShop #WorkFromHome #Sales #Marketing #Retail #Ecommerce #EcommerceMadeEasy #Global 🌍 💍💎 https://t.co/0xVcVbQ9ng","Wales, United Kingdom",Mon Jul 19 16:45:04 +0000 2021,1417163593557151746
29,"With thousands of workers preparing to return to their offices for the first time in 18 months, Business Butler's blogger David Morgan takes a look at what will be involved and answers some pressing questions.

Learn more: https://t.co/DuDjrX4CG8

#HybridWorking #WorkFromHome","Cardiff, Wales",Mon Jul 19 16:45:00 +0000 2021,1417163573768462337
30,"NEW: 15 Remote Jobs: Work From Home for July 19, 2021. Subscribe to our channel today! https://t.co/R3JxXl5X5q

#remotejobs #WorkFromHome https://t.co/2XHo2F3ebV",Worldwide,Mon Jul 19 16:43:38 +0000 2021,1417163228816236546
31,"I bought some new plants 🌿🌱🍂🌺🤭🤭🤭

#HiFromLGBTQIA #WorkFromHome https://t.co/8eivhQiUrv","Brussels, Belgium",Mon Jul 19 16:41:23 +0000 2021,1417162666519449610
32,"Meeting my coworkers in person after being on zoom for so long, some people are much shorter than I thought they’d be lmao. #WorkFromHome #zoom #shortstuff","East Providence, RI",Mon Jul 19 16:38:49 +0000 2021,1417162016922476546
33,National firm announces family-friendly pay policies. #WorkFromHome #WorkLifeBalance https://t.co/9MexLyulz1,UK ,Mon Jul 19 16:31:56 +0000 2021,1417160287304798219
34,"Maji Sports Meditation Zafus &amp; Bolsters

➡️ Mindfulness Meditation
➡️ Music Meditation

CLICK HERE TO READ THE FULL ARTICLE »

🌐 - https://t.co/mpWrBju3xS

#majisports #health #fitness #ecofriendly #nature #workfromhome #meditation #mindfulness #happiness #blog #blogpost https://t.co/G0r6xXOoPJ","Los Angeles, CA",Mon Jul 19 16:31:00 +0000 2021,1417160050653777931
35,"RT @ChrisGGarrod: Are you ready to go back to work?  Do I want to? 
by @ChrisGGarrod 

https://t.co/948xfYBKGX

#WorkFromHome #WFH #working…",#RemoteWork #Boston ,Mon Jul 19 16:30:58 +0000 2021,1417160042164506628
36,"Join us for a virtual tour of #Moda! https://t.co/MjH6qTKA1u The 250,000 S.F. residential building will feature a fitness center, #WorkFromHome suites, plunge pool, rooftop patio and sky lounge!   @Urban_Works #apartments #Housing","Minneapolis, MN",Mon Jul 19 16:30:44 +0000 2021,1417159986275393540
37,6 Reasons Why You Should Start Teaching English from Home TODAY 👩‍💻💰 https://t.co/6FxXl06I2a #freelance #workfromhome #makemoneyfromhome #workonline,USA,Mon Jul 19 16:30:14 +0000 2021,1417159856935477251
38,Today is a day I’m missing being in the Office due to it having Air Conditioning. I’m just sweltering at home in my tiny room! #WorkFromHome https://t.co/e7OXx7vUri,"London, England",Mon Jul 19 16:28:51 +0000 2021,1417159509181706245
39,@Dominos_UK Because my retired gardening neighbour feels 3pm on one of the hottest days of the year is an appropriate time to moan about the weeds off the back of my property 🥵 and I'm still angry two hours later. #WorkFromHome #FreeDOMINOSday,"Larkfield, Kent",Mon Jul 19 16:22:57 +0000 2021,1417158026625171456
40,"RT @CityAM: Labour calls for reimposition of work from home advice on freedom day --&gt; https://t.co/hXQ3LLLjOv
#WorkFromHome #FreedomDay #Wo…","London, England.",Mon Jul 19 16:22:38 +0000 2021,1417157945025048580
41,"RT @CityAM: Labour calls for reimposition of work from home advice on freedom day --&gt; https://t.co/hXQ3LLLjOv
#WorkFromHome #FreedomDay #Wo…","51.523107,-0.374947",Mon Jul 19 16:22:34 +0000 2021,1417157929006940171
42,"Labour calls for reimposition of work from home advice on freedom day --&gt; https://t.co/hXQ3LLLjOv
#WorkFromHome #FreedomDay #WorkingFromHome #HybridWorking #WFH https://t.co/EcvHibPoA5","London, England",Mon Jul 19 16:22:02 +0000 2021,1417157796810956802
43,RT @AndyTallentire: Wanted! A Landscape Designer / Interior Designer for a #Surrey based home and garden design service. https://t.co/kxkDk…,"Hertfordshire, UK",Mon Jul 19 16:19:49 +0000 2021,1417157238846902273
44,"Success Is A Choice!

#WorkFromHome #homebusiness #MLM #networkmarketing #Hemp https://t.co/5mvosK1Q8f","Phoenix, AZ",Mon Jul 19 16:18:00 +0000 2021,1417156781222940674
45,"The type of physical activity I want, doesn’t want me. #singleinthecity #mindfulness #fitness #workoutplan #WorkFromHome","Mittenwald, Germany",Mon Jul 19 16:17:38 +0000 2021,1417156689392979969
46,"These people Laughed When We Told Them We Made $3, 052. 68 In A single Weekend Having a Single Copy, Cut, And Paste...  Join https://t.co/SJYW33SkoM #workfromhome #earnonline #makemoneyonline #usa https://t.co/8MwdtoQIbT",India,Mon Jul 19 16:17:13 +0000 2021,1417156584497729541
47,"How to Work From Home While School is Out

#workfromhome #HelpfulTips #CrowdSurfBlog

https://t.co/aIOKIbX90Y",USA,Mon Jul 19 16:16:01 +0000 2021,1417156281488510977
48,"Starting a business without having technical know-how

Check Out The Post Here: 
https://t.co/6xL05g6kjh

#workfromhome #business","Minneapolis, MN",Mon Jul 19 16:12:16 +0000 2021,1417155339120697345
49,Are we about to enter the Era of Resignations? #WorkFromHome #facetoface #cdnpoli https://t.co/PnXknpi6g3,"Toronto, Ontario",Mon Jul 19 16:08:47 +0000 2021,1417154459000614921
50,"RT @VACafeOnline: You Are Such A Fraud! https://t.co/TjNGwCn4Gi

#virtualassistant #virtuallifestyle #workfromhome #VACafeOnline #mompreneu…",Global,Mon Jul 19 16:06:05 +0000 2021,1417153779384913931
51,"RT @DynamicDouble: Despite the lockdown ending, it's so important to keep #remoteworking an option. Many disabled people benefit from remot…","Nottingham, England",Mon Jul 19 16:05:24 +0000 2021,1417153608840273930
52,"Is 9-5 not working for you? It's time to shake up your life.🏡

 https://t.co/CCHGMwuIUK

#FBO #ForeverBusinessOwner #WorkFromHome https://t.co/lVgrFB2Wdr",Sussex,Mon Jul 19 16:05:19 +0000 2021,1417153586304372741
53,"As COVID-19 recedes, a tide of new U.S. businesses rolls in
https://t.co/eTUECDw2BJ 
#Davinci #DavinciVirtual #VirtualOffices #newbusiness #wfh #workfromhome #entrepreneur #covid19 #startups",USA,Mon Jul 19 16:05:07 +0000 2021,1417153538082344967
54,"Despite the lockdown ending, it's so important to keep #remoteworking an option. Many disabled people benefit from remote working as it allows them to manage their disability better! https://t.co/EG7edQaRK8

#DisabilityPrideMonth #DisabilityRights #Disability #WorkFromHome","England, United Kingdom",Mon Jul 19 16:05:00 +0000 2021,1417153507690483720
55,"""20 Minute A Day Can Change Your Lifestyle""
Visit Now: https://t.co/F7vYactsHG
#MondayMotivation #mondaythoughts #MondayMorning #MondayVibes #lifestyle #NeverHaveIEver #trading #millionaire #WearAMask #StaySafe #work #WorkFromHome #Patterns #20minutetrader https://t.co/kMvZUYVfiH",USA,Mon Jul 19 16:03:21 +0000 2021,1417153093817405440
56,"Monday Motivation from Choice1Temps. Apply today! 💼

#choice1temps #staffingagency #staffing #employment #unemployment #hiring #nowhiring #availablejob #openposition #newjob #workfromhome #manufacturing #agency #temps https://t.co/QOYlKlfwal",United States,Mon Jul 19 16:02:36 +0000 2021,1417152904700571649
57,"Will working long, hard days at the office remain the standard?
https://t.co/JbAhnNQXQV
#pandemic #workfromhome #backtotheoffice #hybrid #futureofwork #productivity #worklifebalance #invest #buy #sell #recap #privateequity #cavecreekcapital","Phoenix, AZ",Mon Jul 19 16:02:16 +0000 2021,1417152819459760135
58,"Will working long, hard days at the office remain the standard?
https://t.co/sFDcK9f6bl
#pandemic #workfromhome #backtotheoffice #hybrid #futureofwork #productivity #worklifebalance #invest #buy #sell #recap #privateequity #cavecreekcapital","Phoenix, AZ",Mon Jul 19 16:02:16 +0000 2021,1417152819149393930
59,"Eligibility for Medical coding course : Any graduate both life science and non life science  . 
Referral bonus is Rs 1000 per  candidate . Candidate must complete the course and get certified from us. 
#medicalcoding #training #medical  #graduate #jobsplacemet #workfromhome https://t.co/Xgak8dOxOB","Ramnagar, Ambattur, Chennai-53",Mon Jul 19 16:01:07 +0000 2021,1417152532816678913
60,"promote
https://t.co/jYmbhRbJOi
#marketing #DigitalMarketing
#makemoneyonline #AffiliateMarketing
#softwarebuyer #buyer #infulencer
#enterpreneur #WorkFromHome #socialmediamarketing #SEO #SocialMedia #Software #onlinemarketing  #onlinebusiness 
#iOS15beta3","Jamshedpur, India",Mon Jul 19 16:00:56 +0000 2021,1417152483688783875
61,"Working remotely is on the rise. For many, wearing loungewear is a huge perk. Before you commit to a lifetime of sweatpants, consider this: studies show a link between dressing for work and productivity...
https://t.co/82eTdKRQhb
#itsamoneything #workfromhome #workingfromhome https://t.co/3SqtpeaahT","Kalamazoo and Battle Creek, MI",Mon Jul 19 16:00:55 +0000 2021,1417152481553956868
62,"We are at the computer on Monday with a smile on our faces with the motivation to please our customers.

#HappyMonday #mondaythoughts #MondayMotivaton 
#itsolution #SEO #socialmediamarketing #webdesigner #webdevelopment #COVID19 #WorkFromHome https://t.co/MA53WQzrDo",New Jersey/ United States,Mon Jul 19 16:00:27 +0000 2021,1417152361588477957
63,"Eligibility for Medical coding course : Any graduate both life science and non life science  . 
Referral bonus is Rs 1000 per  candidate . Candidate must complete the course and get certified from us. 
#medicalcoding #training #medical  #graduate #jobsplacemet #workfromhome https://t.co/J9ia0MnM9J","Ramnagar, Ambattur, Chennai-53",Mon Jul 19 16:00:13 +0000 2021,1417152303426019344
64,"💰 KETO BUSINESS &gt; Pruvit Promoter Business Benefits - Testimonials, How to Start etc. https://t.co/d5fukQ9aZI #business #workfromhome #entrepreneur #keto #networkmarketing #mlm #story https://t.co/5vwmF8uj2T",USA - CANADA - UK - AUSTRALIA,Mon Jul 19 16:00:06 +0000 2021,1417152274191720448
65,Get ready for #remote #job as GOLANG DEVELOPER for SpotOn Connections. https://t.co/6fqAogjUCc #workfromhome #hiring #remotejob #remotework #it #security,Anywhere,Mon Jul 19 16:00:02 +0000 2021,1417152259805298689
66,In-office cybersecurity is very different than remote cybersecurity. Here's what to consider when setting up your off-site employees. #cybersecurity #remoteteams #remoteemployes #workfromhome https://t.co/TKq5x0wVb9 https://t.co/A9zCwIFeaP,"Illinois, USA",Mon Jul 19 16:00:02 +0000 2021,1417152257141903373
67,"There has been a massive increase in searches related to #physicalfitness, financial #investments, #entertainment, #elearning searches in the last one year as people continued to #workfromhome due to the ongoing #Covid19 #pandemic, revealed a report  https://t.co/dTo6SMoLug","New Delhi, India",Mon Jul 19 16:00:00 +0000 2021,1417152249177034761
68,"Eligibility for Medical coding course : Any graduate both life science and non life science  . 
Referral bonus is Rs 1000 per  candidate . Candidate must complete the course and get certified from us. 
#medicalcoding #training #medical  #graduate #jobsplacemet #workfromhome https://t.co/W1VnGIh3ZX","Ramnagar, Ambattur, Chennai-53",Mon Jul 19 15:59:27 +0000 2021,1417152111037489152
69,RT @dafpartsuk: Schools are out for summer next week! #summerholidays Are you struggling with ideas to keep the kids entertained whilst you…,"Bamber Bridge, Preston",Mon Jul 19 15:58:19 +0000 2021,1417151826730835977
70,"RT @ProfitBoosterUK: We're all over social media !!
Come and join us !!!

#ProfitBoosterUK #MatchedBetting - 
#MatchBetting #sidehustle - #…","हरियाणा, भारत",Mon Jul 19 15:55:41 +0000 2021,1417151162868924417
71,"Legit work from home jobs for stay at home moms? Sign me up :)
#workfromhome #SAHM

https://t.co/MxrUokshRx","California, USA",Mon Jul 19 15:55:03 +0000 2021,1417151005276393475
72,"""The next three to six months could be the start of defining what happens in the next 10 to 20 years, or the next generation. And I have to say we’re all over the place.""

What comes next with #WorkFromHome...

@HenryGrabar &amp; @BrigidSchulte in @Slate 

https://t.co/I7t9sJPM9s","Austin, TX",Mon Jul 19 15:52:20 +0000 2021,1417150321793638403
73,"Work from home? Liberty Mouse Mover/Jiggler simulates Random Mouse Movement. It keeps your computer on all day long. Freedom! #DeltaVariant #COVID19 #MondayMotivaton #WorkFromHome #DataScience #data #android #buyingcontent #CoDMobile #PegasusProject #WFH 
https://t.co/s4CRACOWZs","Virginia, USA",Mon Jul 19 15:51:01 +0000 2021,1417149990229708807
74,#FranchiseWatch #Workfromhome and control your lifestyle whilst making an impressive recurring income – no #accountancy experience required as Accountants247 does the work for you @accountants2471 https://t.co/zlo5FdfMl5,United Kingdom,Mon Jul 19 15:50:03 +0000 2021,1417149744728715265
75,"""The best home office ideas empower you to do your best work and come up with your best ideas."" We couldn't agree more @snacknation. For some #MondayMotivation, check out their practical guide for customizing your home office. #workfromhome #officedecor 
https://t.co/L7nJEeMerw",United States,Mon Jul 19 15:50:00 +0000 2021,1417149732171010049
76,"RT @chris_neto: #CEDIA EXPO: SEPT 1-3, 2021 INDIANAPOLIS, IN
RSVP Today➡️ https://t.co/pb7mzmhHAg 
Join us for the premier event in the con…","Amsterdam, The Netherlands",Mon Jul 19 15:48:54 +0000 2021,1417149457976672272
77,"#CEDIA EXPO: SEPT 1-3, 2021 INDIANAPOLIS, IN
RSVP Today➡️ https://t.co/pb7mzmhHAg 
Join us for the premier event in the connected home industry. @CEDIAExpo @THEIMCCA #AVTweeps #LiveInstall #AVnews #cediaexpo #Cedia2021 #WFH #WORKFROMHOME #WorkFromAnywhere https://t.co/NjgQRjsP10","New Jersey, USA",Mon Jul 19 15:48:35 +0000 2021,1417149376796008457
78,"Easy Ways To Make #Money On #Fiverr https://t.co/Eiqlzsmj9k
#MakeMoney #FiverrBox #FiverrGig #WorkFromHome","मुरादाबाद, लखनऊ, दिल्ली",Mon Jul 19 15:45:09 +0000 2021,1417148511448178697
79,"My thoughts and feelings on this forced return to an oppressive, exhausting normalcy. Kiss my whole ass on *ever* returning to 2+ hours commute per day. #BCRestart #CovidBC #WorkFromHome  #WorkLifeBalance #MentalHealth https://t.co/SDjBMfAYRg","Katzie, Kwantlen & Semiahmoo ",Mon Jul 19 15:42:34 +0000 2021,1417147861515456514
80,"RT @dusty_af: Clock in at 8am
Wake up at 9:30am 
Start work at 1pm 
Xbox turns on at 1:30pm
Clock out at 4:30pm 

#WorkFromHome","Texas, USA",Mon Jul 19 15:41:51 +0000 2021,1417147683920400396
81,"Clock in at 8am
Wake up at 9:30am 
Start work at 1pm 
Xbox turns on at 1:30pm
Clock out at 4:30pm 

#WorkFromHome",dustopia,Mon Jul 19 15:40:31 +0000 2021,1417147345897144329
82,"New research paper in Language Policy, #workfromhome: how multi-level marketers enact and subvert federal language policy for profit, by Kendall King and Sabrina Fluegel https://t.co/NunmhI2Gk4 https://t.co/ySFwc1RfKn","Minneapolis, MN",Mon Jul 19 15:39:26 +0000 2021,1417147075028992000
83,"New week, new motivation!  #Motivationalmonday #motivation #newweek #cowork #coworking #workfromhome #wfh #remote #remotework #office #workspace #stephenhawking https://t.co/Gq6cpPoj5x","3033 N. Clark St. Chicago, IL",Mon Jul 19 15:38:34 +0000 2021,1417146856375791618
84,"""Siemens, Europe’s largest industrial group, is turning to Asia and the US for top tech employees, underlining how remote working schemes pioneered during the pandemic are reshaping recruitment.""

#workfromhome #workfromanywhere #remotework #remoteworking

https://t.co/BN1gDz7xTa","Buffalo, NY & Dallas, TX",Mon Jul 19 15:36:42 +0000 2021,1417146388371099657
85,"RT @Linda_U_W_A: Uniquely Your Designs: Starting your Business, Basics - https://t.co/5lihLHdUtn  Find out the basics #Smallbiz #workfromho…","Vancouver, Canada",Mon Jul 19 15:35:26 +0000 2021,1417146066449756160
86,"RT @PegasusSoftware: Hello hybrid working 👋 With the government's work from home guidance due to end soon, rising numbers of businesses are…","Manchester, Preston & Cambridge",Mon Jul 19 15:31:26 +0000 2021,1417145059825364998
87,Learn How to Attract the RIGHT People to Your Business ... Your Potential Buyers! ~ https://t.co/B3uA8GFCYG #WorkFromHome #TargetAudience,"Chapala, Jalisco Mexico",Mon Jul 19 15:31:22 +0000 2021,1417145042670608389
88,"RT @JLynnPosh: #Poshmark tip:

Before making an offer, look up Seller's Love Notes to see what their lowest price usually is!

Use that inf…",Canada,Mon Jul 19 15:31:16 +0000 2021,1417145019954302976
89,RT @dafpartsuk: Schools are out for summer next week! #summerholidays Are you struggling with ideas to keep the kids entertained whilst you…,"Loanhead, Scotland",Mon Jul 19 15:30:22 +0000 2021,1417144794602786819
90,"Are you excited about going to work today
Re-charge your life
Make the changes you dream of
 https://t.co/PguWP65p4S
#startups #buildwealth #BYOB #workfromhome #lovewhatyoudo #womeninbusiness #successmindse #entrepreneurs #familybusiness #franchises #careerchange #goodfranchises","Toronto, ON",Mon Jul 19 15:30:02 +0000 2021,1417144710553083910
91,"RT @vmblog: Read the @vmblog #2021MegaSeries Q&amp;A with Chuck Brady of @Liquitworkspace and explore the timely topic of #WorkFromAnywhere, #r…",Dinajpur ,Mon Jul 19 15:25:53 +0000 2021,1417143665697251329
92,How to Make Money with Network Marketing Fast https://t.co/7HaHOatbuS  #networkmarketing #mlm #business #entrepreneur #marketing #networking #success #workfromhome #motivation #network #networker #lifestyle #money #entrepre...,Vancouver BC,Mon Jul 19 15:25:06 +0000 2021,1417143465469689860
93,"RT @FNAnetwork: Flip Domains for HUGE Profit!!
PR Rage Demo Review Discount Coupon OTO’s &amp; Best Bonuses https://t.co/lO1Kv4AZyP #Entreprene…",NY,Mon Jul 19 15:24:34 +0000 2021,1417143332594094080
94,"An effective #workfromhome strategy supports efficiency and a healthy work-life balance. But creating a good remote working environment is not as simple as it seems. 
Read more from Jennifer H. Bjærke, a Pexip expert, for her best tips ⬇️ https://t.co/gVQCsiEq6e","Norway, UK, US",Mon Jul 19 15:23:42 +0000 2021,1417143116461641733
95,Just Mσɳԃαყ! Good weather calls for some short video &lt;3 #MondayVibes #WeatherUpdate #coffee #books #WorkFromHome #VIDEO #mondaythoughts https://t.co/kuzeLFCpv8,"Chandigarh, India",Mon Jul 19 15:23:13 +0000 2021,1417142992314388481
96,"Working from home? ✔️
You're going to love using our conference room, complete with HDMI connection.
.
.
.
.
.
.
.
.
.
.

#westleyonbroadway #workfromhome #livewestleykc #kansascity #westportkc #luxuryliving #conferenceroom https://t.co/n9yDvNxCa5","4111 Broadway, Kansas City, MO",Mon Jul 19 15:22:19 +0000 2021,1417142765897539585
97,Top tips to stay active whilst working from home – Healthy Vix https://t.co/xUVoYC7Ags #healthyliving #healthybloggers #workfromhome,"Gloucestershire, South West UK",Mon Jul 19 15:22:05 +0000 2021,1417142707819061251
98,It's #Monday...deal with it. Hope everyone has a good day. #MondayFitz #IDontLikeMondays #MoreCoffeePlease #GoodMorning #WorkFromHome #StayHealthy #DadLife #July #TheSummerOfFitz https://t.co/C4eY2SCd0a,"Middletown, NJ",Mon Jul 19 15:21:59 +0000 2021,1417142683907276805
99,"Ready (like so many ppl lately) to book your next beach vacation to Mexico? 🌊https://t.co/HY4Q4ynpw6

#luxuryescapes #luxurytravels #luxuryvacation #travel #instatravel #travelgram #instavacation #puertovallarta #vacation #love #workfromhome #familytime https://t.co/PTciq7jnzz","Puerto Vallarta, Mexico",Mon Jul 19 15:21:55 +0000 2021,1417142667608313868
100,"Are back-to-back #meetings making you #hungry? Here's how to feed your #appetite:
https://t.co/l4LwdzBSwg
.
.
.
#BusinessAdvice #VideoCall #VirtualMeetings #WorkFromHome #WorkRemotely #Snacks #Food #Foodie #Eating #Banty https://t.co/sxv1jOQNLf",Canada,Mon Jul 19 15:20:41 +0000 2021,1417142353740054529
101,"RT @_rmullen: this is a great article 🙋👇
#women #WomenWhoCode #womenempowerment #WomenInSTEM #Equality #DEI #Engineering #WorkFromHome http…","19°4'22, 72°52'",Mon Jul 19 15:18:47 +0000 2021,1417141877946601473
102,"Uncover the Surprising Tool That Made ""Joyce"" Over $4, 200 In Just 30 Days On-line...  Join https://t.co/Lkpg4MUDs8 #workfromhome #earnonline #makemoneyonline #usa https://t.co/uFFIJ3uxcz",India,Mon Jul 19 15:17:39 +0000 2021,1417141591215681541
103,"Thrifty Next-Day Double Door Cupboards Oak - Furniture At Work® - https://t.co/xXt40iEYO8
#Sale #Bargain #workfromhome",Norfolk,Mon Jul 19 15:16:03 +0000 2021,1417141188776415234
