,tweet_id,tweet_posted_on,tweets,cleaned_tweets,user_location,polarity
34,1417181458679087104,2021-07-19 17:56:04+00:00,"We're excited to welcome our newest Prover this week, Luis Rodriguez 🎉

Join our Prove family! https://t.co/bLWA32jTg8

#WorkatProve #ProveIt #tech #SaaS #wearehiring #remotework https://t.co/b9jWrwnqAj",excited welcome newest prover this week luis rodriguez join prove family,New York City,1
35,1417181296145494017,2021-07-19 17:55:25+00:00,#love #like #model #freelancing #makeup #makeupartist #fashion #webdesign #graphic #logodesigner #mua #instagood #remotework #COVID19Vic more info--https://t.co/svsBVNchRS https://t.co/wIl6l2UuJU,more info,Bangladesh,1
36,1417181260200435719,2021-07-19 17:55:17+00:00,"When you take work from anywhere to another level.

#remotework #WorkFromAnywhere https://t.co/mazlFalXuv",when take work from anywhere another level,Remote Anywhere,1
37,1417181237022691332,2021-07-19 17:55:11+00:00,RT @remotiveio: 👀👋 Is this you? PhotoRoom is hiring for a Growth Marketing Manager  #remotejob #Marketing #remotework  https://t.co/rXnwWrw…,this photoroom hiring growth marketing manager,Bliss,1
38,1417181049050763266,2021-07-19 17:54:26+00:00,"Remote Full-Stack Developer

with competitive compensation

Sennen is hiring a remote Full-Stack Developer - working with Node.

#remotework #remotejobs #backend

https://t.co/MpySimDvoG",remote full stack developer with competitive compensation sennen hiring remote full stack developer working with node,Remote,0
39,1417180952745418756,2021-07-19 17:54:03+00:00,"Before 2020 hit, working remote was foreign to a majority of business. But this temporary fix has become a full fledged standard.

Read how AWS Cloud is making it feasible for #RemoteWork to continue in perpetuity. 

https://t.co/Mg2LmVXo5z

#WorkRemote #AWS #Enterprise #AWSCloud https://t.co/HyR3JkQUCb",before working remote foreign majority business this temporary become full fledged standard read cloud making feasible continue perpetuity,The Cloud,0
40,1417180762470817797,2021-07-19 17:53:18+00:00,RT @remotiveio: 👀👋 Is this you? PhotoRoom is hiring for a Growth Marketing Manager  #remotejob #Marketing #remotework  https://t.co/rXnwWrw…,this photoroom hiring growth marketing manager,drifting on waves.,1
41,1417180118057897984,2021-07-19 17:50:44+00:00,Is hybrid worth it  - Yes!  But not the way that many employers are organising it.  Read about the risks and issues with Hybrid work. https://t.co/GGGZLQRfk7 #remotework #remotejobs  #remotework #HybridWorkforce #FutureOfWork https://t.co/REJJTyvvxA,hybrid worth that many employer organising read about risk issue with hybrid work,Surrey UK,1
42,1417179826432225288,2021-07-19 17:49:35+00:00,👀👋 Is this you? PhotoRoom is hiring for a Growth Marketing Manager  #remotejob #Marketing #remotework  https://t.co/rXnwWrwvzC,this photoroom hiring growth marketing manager,Global,1
43,1417179255797026816,2021-07-19 17:47:19+00:00,"RT @Dicedotcom: Don’t suffer in silence! Here are some warning signs that your boss is bad at managing a remote team, along with some ways…",suffer silence here some warning sign that your bos managing remote team along with some way,"Nashua, NH",0
44,1417179202189660160,2021-07-19 17:47:06+00:00,"Four Tips For Communicating Successfully With Remote Teams
#find #team #work #communicate #remote #remotework
via https://t.co/YRaqa28ATf
☛ https://t.co/IO4LYSeS4D https://t.co/CvEn9S5Sdn",four tip communicating successfully with remote team,"Chicago, IL",1
45,1417178941534638087,2021-07-19 17:46:04+00:00,"Check out Slerp

They're looking for a Senior Backend Software Engineer - Integrations (Remote, Elixir) and offering competitive compensation

#remotework #remotejobs #elixir #phoenix

https://t.co/M5CSxV26PL",check slerp they looking senior backend software engineer integration remote elixir offering competitive compensation,Remote,0
46,1417177707545337863,2021-07-19 17:41:10+00:00,7 Tips to Achieve eCommerce Moments of Truth with UX Design @Shift4Shop #UX #remotework #ecommerce https://t.co/RIRqF4o2lz https://t.co/wdR6L9nEww,tip achieve ecommerce moment truth with design,"San Antonio, TX",1
47,1417177368016400394,2021-07-19 17:39:49+00:00,RT @Dicedotcom: Are technologists serious about leaving a company that doesn’t give them the right kind of hybrid-work and remote-work opti…,technologist serious about leaving company that doesn give them right kind hybrid work remote work opti,United Kingdom,0
48,1417177201447948291,2021-07-19 17:39:09+00:00,Companies need to reorganise – devise new approaches and adopt more and better collaboration technology so remote working really works.  https://t.co/qX1fjcsMUr  #zoom #remotework #coworking #staysafe  #socialdistancing #wfh #workfromhome #business https://t.co/gNFlYxt3rE,company need reorganise devise approach adopt more better collaboration technology remote working really work,Surrey UK,0
49,1417176165496860675,2021-07-19 17:35:02+00:00,"RT @harvardbiz: The only thing that’s certain about the upcoming return to the office is there will be a lot of uncertainty. https://t.co/K44oQXUoT4

#remotework #covid19 #returntowork",only thing that certain about upcoming return office there will uncertainty,"Washington, DC",0
50,1417175712977539074,2021-07-19 17:33:14+00:00,"👍 Featured opportunity:

💼 Digital Marketing Specialist - Blockchain &amp; Cryptocurrency at
🏛️ ECCENSCIA  
🌍 Remote

Apply now,
    or share with your friends! 👇

#CryptoJobs #TechJobs #HiringNow #RemoteJobs #RemoteWork
https://t.co/hJYvE23ky8",featured opportunity digital marketing specialist blockchain cryptocurrency eccenscia remote apply share with your friend,Turn 🔔 Notifications ON ,1
51,1417175337008513031,2021-07-19 17:31:44+00:00,RT @xorlogics: How Mobile Cloud Applications are reshaping Workplace of the Future  #HOMEOFFICE #TELEWORKING #COWORKING #SELFEMPLOYMENT #GI…,mobile cloud application reshaping workplace future,Online Directory,1
52,1417175248823275521,2021-07-19 17:31:23+00:00,"We empower hospitality businesses to connect directly with thousands of new customers

Senior Backend Software Engineer - Integrations (Remote, Elixir), with competitive compensation

#remotework #remotejobs #elixir #phoenix

https://t.co/QowjhioCUX",empower hospitality business connect directly with thousand customer senior backend software engineer integration remote elixir with competitive compensation,London | New York,1
53,1417175181915828229,2021-07-19 17:31:07+00:00,Krisp is a very effective Noise Cancellation App for remote working.  Read our review. https://t.co/jOFSD5jUYc #COVID #remotework #remotejobs #remoteworking #callcenter #webinar #freelancer #wfh #digitalnomad #homeoffice #noise #projectmanagement #videoconference #zoom https://t.co/SintuY1St5,krisp very effective noise cancellation remote working read review,Surrey UK,1
54,1417175106334363649,2021-07-19 17:30:49+00:00,A team of workforce scholars from the @ManningUML School of Business is researching how the shift to #remotework during the pandemic has changed the labor market landscape and what it means for job seekers in the future. https://t.co/sZxcxcpyOJ https://t.co/T6DB8WQeuU,team workforce scholar from school business researching shift during pandemic changed labor market landscape what mean seeker future,"Lowell, Massachusetts",1
55,1417174942618112003,2021-07-19 17:30:10+00:00,Are technologists serious about leaving a company that doesn’t give them the right kind of hybrid-work and remote-work options? https://t.co/ddxz2snPAr #RemoteWork #FlexWork #TechIndustry https://t.co/Vluktt4AGh,technologist serious about leaving company that doesn give them right kind hybrid work remote work option,"Centennial, CO",0
56,1417174498772590626,2021-07-19 17:28:24+00:00,"[Newsletter] How to Achieve Sustainable Remote Work (Remotive Blog)

In 2015 and 2019, Iceland tested a 4-day workweek.Many workers have now moved to shorter hou...

Add your highlights:
https://t.co/jqG8BYOXbt
 #remotework #remote",newsletter achieve sustainable remote work remotive blog iceland tested workweek many worker have moved shorter your highlight,Internet,0
57,1417174350999048205,2021-07-19 17:27:49+00:00,"Another day
Another Zoom meeting

(@frankielapenna @tiktok)

#merchantserviceinnovations #zoom #zoommeeting #remote #work #workmeeting #waterpark #waterslide #remotework https://t.co/i3kVvoB7dK",another another zoom meeting,"Minneapolis, MN",1
58,1417174154424561672,2021-07-19 17:27:02+00:00,"Survey: What's worrying workers about office return https://t.co/8gKvHRrTc9

What will the new office look like? Interesting info from @rdadams via @techrepublic 

#pandemic #office #remotework https://t.co/yUfVyZ3AQa",survey what worrying worker about office return what will office look like interesting info from,"Oregon, USA",1
59,1417173925130297344,2021-07-19 17:26:08+00:00,"RT @TechNative: What value does @Citrix bring to Windows #VirtualDesktop users? 

#Citrix #HPEalliances #VDI #RemoteWork https://t.co/rZYkU…",what value doe bring window user,Earth,1
60,1417173890535673859,2021-07-19 17:25:59+00:00,"RT @TechNative: Connect, Communicate &amp; Collaborate in the Future Workplace https://t.co/GwCrTV6K2z #FutureOfWork #DigitalTransformation #Re…",connect communicate collaborate future workplace,Earth,1
61,1417173889227046913,2021-07-19 17:25:59+00:00,"Is your #internalaudit team prepared to deal with the ongoing #risk of the post water cooler era? To help make sense of this new risk management landscape, we recently spoke with Lenny Block, former VP of Internal Audit. Here's what he shared: https://t.co/nxltnge0It #remotework https://t.co/DoH5IzSOLO",your team prepared deal with ongoing post water cooler help make sense this risk management landscape recently spoke with lenny block former internal audit here what shared,"Ottawa, Ontario",1
62,1417173136529788929,2021-07-19 17:23:00+00:00,"4 Easy Steps to Improve Your Remote Work Life | @B2Community

#remotework #worklifebalance https://t.co/rbfx2lztrP",easy step improve your remote work life,"Birmingham, AL",1
63,1417172890794004490,2021-07-19 17:22:01+00:00,"👋 AIM is hiring remotely for a Senior Full Stack Developer.
    
    #RemoteJob #RemoteWork  #DevOps,FullStackDeveloper 
    Apply now! 👇
    https://t.co/7RSPtRtEEy",hiring remotely senior full stack developer fullstackdeveloper apply,Worldwide,0
64,1417172876269129736,2021-07-19 17:21:58+00:00,RT @HathorNetwork: #Hiring - We are looking for a Head of #Design to join Hathor Network and Labs to guide the #creative department in-hous…,looking head join hathor network lab guide department hous,USA,0
65,1417172720203218947,2021-07-19 17:21:20+00:00,RT @Schneider_Downs: Schneider Downs is looking to hire a Third-Party Risk Assessor! Check out the link below for more information. #riskas…,schneider down looking hire third party risk assessor check link below more information,Internet,0
66,1417172672157569024,2021-07-19 17:21:09+00:00,7 Tips to Achieve eCommerce Moments of Truth with UX Design @Shift4Shop #UX #remotework #ecommerce https://t.co/xw4YSrSuLP https://t.co/twWtjLKrGR,tip achieve ecommerce moment truth with design,Alicante and Edinburgh,1
67,1417172251322032132,2021-07-19 17:19:29+00:00,Schneider Downs is looking to hire a Third-Party Risk Assessor! Check out the link below for more information. #riskassessment #remotework https://t.co/sGGYetmHaK https://t.co/YQaie8kZeU,schneider down looking hire third party risk assessor check link below more information,PGH | COL | Wash D.C.,0
68,1417172129947131923,2021-07-19 17:19:00+00:00,Council Post: How #IT Executives Can Effectively Lead Remote Teams. (Forbes) #RemoteWork https://t.co/b258C7Xllr https://t.co/GY6g1Zarhh,council post executive effectively lead remote team forbes,"Waterloo, Ontario Canada",1
69,1417171919858720768,2021-07-19 17:18:10+00:00,"""There's no doubt that the pandemic accelerated digital trends - from the shift to #remotework, to #NFT adoption and volatile #crypto prices. More specifically, digital property has dramatically increased in popularity."" - @matthewegould,  founder of @unstoppableweb",there doubt that pandemic accelerated digital trend from shift adoption volatile price more specifically digital property dramatically increased popularity founder,Global,1
70,1417171889101971472,2021-07-19 17:18:02+00:00,"Some apple employees have quit as they move to a mandatory hybrid model with two days in the office. This move comes as other tech companies such as twitter are allowing permanent remote work. 

#hyrbidwork #futureofwork #remotework

https://t.co/XH2b1JUJZX",some apple employee have quit they move mandatory hybrid model with day office this move come other tech company such twitter allowing permanent remote work,"United Kingdom, UK",0
71,1417171673120485378,2021-07-19 17:17:11+00:00,Expert templates that help remote teams run better status meetings https://t.co/48l5jpOqap https://t.co/Kr24RrUkNs #bettermeetings #remotework https://t.co/eF34IvavUU,expert template that help remote team better status meeting,"Portland, OR",1
72,1417171637120782340,2021-07-19 17:17:02+00:00,How Mobile Cloud Applications are reshaping Workplace of the Future  #HOMEOFFICE #TELEWORKING #COWORKING #SELFEMPLOYMENT #GIGECONOMY #DIGITIZATION #INNOVATIVEBUSINESS #TELECOMMUTING #VIRTUALCOMMUTING #TELEWORKING #REMOTEWORK #VIRTUALWORK  https://t.co/Q4NXrsSALU https://t.co/8X7S0AsmAP,mobile cloud application reshaping workplace future,"Belgium, USA, Pakistan",1
73,1417169875940872201,2021-07-19 17:10:02+00:00,"The Crowdsourced World of Freelancing and Remote Working in 2025 and Some of the online tools that support various aspects of the ecosystem &gt;&gt; https://t.co/xIqp8eHOeW  @GoGoPlaces_ @Bold_Awards 
#remotework #crowdsourced #freelancer",crowdsourced world freelancing remote working some online tool that support various aspect ecosystem,hello@crowdsourcingweek.com,1
74,1417169612479901699,2021-07-19 17:09:00+00:00,"RT @PinkstonTeam: .@Evan_Hock, co-founder of @MakeMyMoveUSA talked with @mhbergen of Bloomberg (@business) about how #tech companies are na…",founder talked with bloomberg about company,"Indianapolis, IN",1
75,1417169151676846090,2021-07-19 17:07:10+00:00,"#ZOOMTOWNS: FAD OR FUTURE? 💻 The number of people leaving big urban centers was around 15% higher in 2020 than in 2019, but the majority of people aren’t moving too far.https://t.co/8sC0mPnSWi

#workfromanywhere #workplace #remotework #workandtravel https://t.co/8lcqWGb7Oq",future number people leaving urban center around higher than majority people aren moving,Global,1
76,1417168628538019842,2021-07-19 17:05:05+00:00,Most Important People Skills Needed For A Thriving Remote Culture https://t.co/DtKpxX7tnQ  #workculture #remotework https://t.co/nuHaY5i983,most important people skill needed thriving remote culture,"British Columbia, Canada",1
77,1417168369539760130,2021-07-19 17:04:03+00:00,"A big  part of remote working is delegation. If your company has someone hovering over each individual and how they do their job, it's not for you.

https://t.co/WGUJpgOJo2 by Tanveer Zafar @Entrepreneur #delegate #remotework #scalemodelling #WFH #HybridWorking #flexiblework https://t.co/QMBwxTJufg",part remote working delegation your company someone hovering over each individual they their tanveer zafar,"Dallas, TX",1
78,1417168356017328128,2021-07-19 17:04:00+00:00,"RT @cinorti: Interesting what Newfoundland and Labrador is doing here 🤔 

#futureofwork #remotework 

https://t.co/XEU93BvFet",interesting what newfoundland labrador doing here,"Ottawa, Ontario",1
79,1417168100416499717,2021-07-19 17:02:59+00:00,"Most US employers with flexible work plans choose hybrid work, Mercer says #hybridwork #remotework https://t.co/JLgd9AcIum",most employer with flexible work plan choose hybrid work mercer say,New England,0
80,1417167750359879680,2021-07-19 17:01:36+00:00,Here's how to balance working from home! #MarqueeStaffing #RemoteWork https://t.co/zEO5kTlOQX,here balance working from home,Southern California,1
81,1417167652523491335,2021-07-19 17:01:12+00:00,7 Tips to Achieve eCommerce Moments of Truth with UX Design @Shift4Shop #UX #remotework #ecommerce https://t.co/9aPhth2aqA https://t.co/hlH2G3Xem7,tip achieve ecommerce moment truth with design,"Bentonville, AR",1
82,1417167617379418117,2021-07-19 17:01:04+00:00,"Leadership at @SAP is promising employees #flexhours &amp; #remotework flexbility, including a “100% flexible and trust-based workplace as the norm, not the​ ​exception.” See other enterprise examples of true #workplaceflexibility:
https://t.co/veFBDhAeJJ",leadership promising employee flexbility including flexible trust based workplace norm exception other enterprise example true,"New York, NY",1
83,1417167595984330758,2021-07-19 17:00:59+00:00,"But what IS #workplaceflexibility? @SAP is promising employees #flexhours &amp; #remotework flexbility, including a “100% flexible and trust-based workplace as the norm, not the​ ​exception.” See more examples from #enterprise companies going flex.

https://t.co/KNHK2yjE16",what promising employee flexbility including flexible trust based workplace norm exception more example from company going flex,New York City,1
84,1417167533384290307,2021-07-19 17:00:44+00:00,"Tomorrow on #CloudNClear we talk to Dave Duvall, CIO, @Discovery. Tune in to learn about their recent global rollout of #GoogleWorkspace, that @SADA helped with, &amp; their cloud journey.

Catch up &amp; subscribe 📻: https://t.co/jffi9d5cDo

#googlecloud #remotework #mediaentertainment https://t.co/J3KK35a7Ux",tomorrow talk dave duvall tune learn about their recent global rollout that helped with their cloud journey catch subscribe,"North Hollywood, CA",1
85,1417167514279235584,2021-07-19 17:00:39+00:00,"Should we return to the workplace like before?  
 
Jack Steward of Findstack compiled the ultimate list of remote work statistics.  

Here is what you need to know 👉🏾 https://t.co/L341eapkWL   

#remotework #workfromhome #wfh #remotework",should return workplace like before jack steward findstack compiled ultimate list remote work statistic here what need know,"San Jose, CA",0
86,1417167442443440137,2021-07-19 17:00:22+00:00,"What Is Remote Work Conflict? 12 Ways to Prevent It - MUO - MakeUseOf
#remotework
via https://t.co/AlnmEcN4jy
☛ https://t.co/Gkwn5LGzul https://t.co/9qqhYnYN4F",what remote work conflict way prevent makeuseof,"Chicago, IL",0
87,1417167350952960006,2021-07-19 17:00:00+00:00,".@Evan_Hock, co-founder of @MakeMyMoveUSA talked with @mhbergen of Bloomberg (@business) about how #tech companies are navigating their employees demands for #remotework https://t.co/DJ5pQYd3sK",founder talked with bloomberg about company navigating their employee demand,"Washington, DC",1
88,1417167350944571420,2021-07-19 17:00:00+00:00,Effectively managing a remote team is a matter of being intentional and adaptive. Our blog post offers tips to help nonprofit leaders adjust their trainings and team interactions while keeping their organizations’ cultures intact: https://t.co/sGwtqyudSB #Nonprofits #RemoteWork,effectively managing remote team matter being intentional adaptive blog post offer tip help nonprofit leader adjust their training team interaction while keeping their organization culture intact,"Washington, D.C.",1
89,1417166774676561941,2021-07-19 16:57:43+00:00,RT @RemoteGameJobs: .@digitalvillage0 is hiring Unreal Engine Developer with experience in multiplayer games to join their team working on…,hiring unreal engine developer with experience multiplayer game join their team working,Indonesia,1
90,1417166624348459009,2021-07-19 16:57:07+00:00,"RT @JobTripper: 💻  Electric AI are hiring a Senior Front End Engineer

Fully remote! Based in 🇺🇸 US

https://t.co/Gs716e8A0A

#javascript #…",electric hiring senior front engineer fully remote based,javascript,1
91,1417166614752079872,2021-07-19 16:57:05+00:00,"Google managers ignore statistics on home working
#welle #answered #showed #copyright #surveyed #remotework
via https://t.co/bamtdFXYk5
☛ https://t.co/kjq8hCOMbN https://t.co/7X7BHzUJ3j",google manager ignore statistic home working,"Chicago, IL",0
92,1417165596844769289,2021-07-19 16:53:02+00:00,"Work smarter at home and at the office! Check out three Microsoft tools for working from home that offer plenty of ways to stay on track no matter where you are, and the new features you won’t want to miss. https://t.co/45gzWs0TjC
#microsoft365 #remotework #ms365  #training",work smarter home office check three microsoft tool working from home that offer plenty way stay track matter where feature want miss,"Woburn, MA",0
